ticket,category,ticket_id,priority,submitted_by_dept,timestamp
I need to sign in my ERP. It is loading forever. Kindly help asap.,Login Issue,TCK1105,High,Sales,2026-03-04
FYI - Facing an issue while trying to check the desktop. Kindly help asap.,Hardware Issue,TCK1565,Medium,Sales,2026-04-03
The Outlook is full. Kindly help asap.,Email Issue,TCK1389,High,IT,2026-04-23
"Hi team, Please help me update the Windows password. Thanks.",Password Reset,TCK1001,High,Marketing,2026-01-14
Please help me download the HR policy. Thanks.,HR Query,TCK1937,High,HR,2026-01-14
Please resolve my corporate email; it is login failed.,Email Issue,TCK1982,Low,Finance,2026-02-01
The desktop is not working.,Hardware Issue,TCK1561,High,IT,2026-09-15
urgent: can you authenticate my erp?,Login Issue,TCK1080,Low,IT,2026-05-04
FYI - Please help me verify the payslip.,Payroll,TCK1205,Medium,HR,2026-02-28
Urgent: Need urgent help to reset the VPN password.,Password Reset,TCK1034,Low,IT,2026-08-23
I need to verify my unknown link. It is clicked accidentally. Please advise.,Security/Phishing,TCK1775,Medium,Operations,2026-08-26
Request to submit the employee handbook. Regards.,HR Query,TCK1508,High,Finance,2026-04-19
"Hi, The user profile is expired. Please advise.",Account Access,TCK1427,Medium,Marketing,2026-10-10
"hello, unable to restore my account because it is expired. kindly help asap.",Account Access,TCK1454,Low,Sales,2026-04-12
Need urgent help to update the Anaconda. Regards.,Software Installation,TCK1366,Low,Marketing,2026-07-10
Urgent: The company portal is timed out.,Login Issue,TCK1091,Medium,Finance,2026-10-19
Facing an issue while trying to upgrade the Python. Please advise.,Software Installation,TCK1339,Low,Sales,2026-05-18
"Hi team, Outlook login failing, password might be wrong Regards.",Password Reset,TCK1897,Medium,Operations,2026-09-11
Urgent: Unable to diagnose my keyboard because it is broken.,Hardware Issue,TCK1564,Medium,Finance,2026-04-05
"Hi team, The Postman is installation error. Thanks.",Software Installation,TCK1345,Low,Sales,2026-12-22
fyi - i need to report my unknown link. it is needs verification.,Security/Phishing,TCK1776,Medium,Finance,2026-12-24
Urgent: Can you regularize my check-out? Regards.,Attendance,TCK1241,Low,Marketing,2026-05-19
Unable to recover my employee portal password because it is not working.,Password Reset,TCK1013,Medium,Marketing,2026-05-09
Can you authenticate my VPN? Kindly help asap.,VPN Issue,TCK1315,Medium,HR,2026-09-24
"Hi, Unable to restore my WiFi because it is disconnected. Please advise.",Network Issue,TCK1600,High,Operations,2026-06-27
Facing an issue while trying to access the Exchange. Kindly help asap.,Email Issue,TCK1387,Low,IT,2026-06-13
Unable to authenticate my office VPN because it is disconnecting. Kindly help asap.,VPN Issue,TCK1273,Medium,Finance,2026-02-17
Please help me view the bonus.,Payroll,TCK1166,High,IT,2026-04-01
Need urgent help to help the ID card.,Unclassified,TCK1840,Medium,Finance,2026-02-01
"hi, please help me update the leave balance. regards.",Leave Management,TCK1992,Medium,Marketing,2026-07-03
unable to connect my printer because it is printing failed. regards.,Printer Issue,TCK1646,Medium,HR,2026-01-16
"Hello, Facing an issue while trying to question the cafeteria. Thanks.",Unclassified,TCK1818,High,Marketing,2026-01-31
i need to submit my employee handbook. it is required. please advise.,HR Query,TCK1484,Low,HR,2026-05-17
fyi - need urgent help to download the employee handbook. please advise.,HR Query,TCK1980,Low,Finance,2026-07-19
fyi - please resolve my transfer policy; it is required.,HR Query,TCK1504,High,Finance,2026-11-07
Urgent: Need urgent help to question the office party.,Unclassified,TCK1831,High,Sales,2026-07-02
FYI - The attendance is not updated. Regards.,Attendance,TCK1243,High,HR,2026-01-03
please resolve my monitor; it is dead.,Hardware Issue,TCK1566,Medium,HR,2026-10-12
"Hello, Cannot access shared drive, permission and login both failing Kindly help asap.",Account Access,TCK1875,Medium,Operations,2026-05-07
"Hi, My webcam is broken. Please help. Thanks.",Hardware Issue,TCK1562,Medium,Finance,2026-12-19
Urgent: My office printer is printing failed. Please help.,Printer Issue,TCK1686,Low,Marketing,2026-12-13
request to update the salary. kindly help asap.,Payroll,TCK1189,Low,Sales,2026-11-24
Urgent: Facing an issue while trying to investigate the security warning.,Security/Phishing,TCK1782,High,Operations,2026-02-03
"Hello, Please resolve my shared folder; it is missing.",Access Request,TCK1699,Low,Finance,2026-10-12
Please help me enable the network folder. Thanks.,Account Access,TCK1475,Medium,HR,2026-08-23
FYI - Request to print the network printer.,Printer Issue,TCK1681,Medium,IT,2026-03-18
"Hi, Unable to submit my employee handbook because it is help needed. Regards.",HR Query,TCK1510,Medium,Operations,2026-02-04
I need to login my company portal. It is not working.,Login Issue,TCK1058,High,Sales,2026-01-26
"Hi, My account is disabled. Please help. Please advise.",Account Access,TCK1474,High,Operations,2026-07-29
Urgent: My keyboard is slow. Please help.,Hardware Issue,TCK1560,High,Finance,2026-07-23
"Hi, Cannot login to VPN portal, authentication failed Please advise.",VPN Issue,TCK1856,High,Sales,2026-05-18
"hi team, my suspicious attachment is needs verification. please help.",Security/Phishing,TCK1747,High,Operations,2026-09-25
FYI - Please resolve my attendance; it is absent marked. Regards.,Attendance,TCK1252,High,IT,2026-08-27
The domain password is not working. Please advise.,Password Reset,TCK1021,Low,IT,2026-12-29
Please help me login the office VPN.,VPN Issue,TCK1313,High,HR,2026-08-17
"Hello, My user profile is inactive. Please help. Thanks.",Account Access,TCK1459,Low,IT,2026-03-12
please help me download the tax deduction. please advise.,Payroll,TCK1160,High,Operations,2026-04-28
The corporate VPN is authentication failed. Regards.,VPN Issue,TCK1276,Low,Sales,2026-05-03
i need to check my lan. it is slow. thanks.,Network Issue,TCK1955,Medium,Sales,2026-03-26
"Hi team, The bonus is not credited.",Payroll,TCK1191,High,Sales,2026-04-06
"hi, can you sync my exchange? thanks.",Email Issue,TCK1385,Medium,HR,2026-08-03
"Hi, I need to check my office party. It is required. Thanks.",Unclassified,TCK1805,Medium,Sales,2026-04-02
"hi, request to sync the email account. kindly help asap.",Email Issue,TCK1413,High,IT,2026-09-15
Urgent: Can you download my HR policy? Thanks.,HR Query,TCK1491,High,HR,2026-01-21
My Python is license issue. Please help. Thanks.,Software Installation,TCK1343,Medium,Operations,2026-12-25
Request to block the phishing email.,Security/Phishing,TCK1769,Low,Marketing,2026-08-31
"Hello, The GlobalProtect VPN is not connecting.",VPN Issue,TCK1308,Medium,Operations,2026-09-13
Facing an issue while trying to connect the printer. Regards.,Printer Issue,TCK1661,High,Marketing,2026-03-23
"Hi, I need to cancel my annual leave. It is pending. Kindly help asap.",Leave Management,TCK1130,High,Finance,2026-10-27
Unable to scan my office printer because it is offline. Kindly help asap.,Printer Issue,TCK1663,Medium,Finance,2026-11-17
"Hi, Account locked after wrong password attempts Thanks.",Account Access,TCK1871,Low,Finance,2026-06-18
"Hi team, Please help me sign in the system.",Login Issue,TCK1099,Medium,Marketing,2026-01-21
"Hello, I need to receive my calendar. It is sync failed. Thanks.",Email Issue,TCK1372,High,Sales,2026-12-25
Urgent: Can you login my employee portal? Regards.,Login Issue,TCK1087,High,Sales,2026-02-22
urgent: can you grant my user profile?,Account Access,TCK1458,Low,IT,2026-05-29
Urgent: Request to install the Zoom.,Software Installation,TCK1330,Medium,Marketing,2026-01-22
Can you check my check-in? Kindly help asap.,Attendance,TCK1214,High,Finance,2026-02-10
Please resolve my user profile; it is inactive.,Account Access,TCK1466,High,Operations,2026-07-17
i need to view my sick leave. it is missing. please advise.,Leave Management,TCK1121,Medium,Marketing,2026-06-03
Please resolve my router; it is packet loss. Thanks.,Network Issue,TCK1614,Low,Marketing,2026-07-25
FYI - The Windows password is locked.,Password Reset,TCK1020,Medium,IT,2026-05-07
Please help me grant the VPN access.,Access Request,TCK1700,High,HR,2026-10-08
please help me login the employee portal.,Login Issue,TCK1071,Low,HR,2026-03-06
I need to update my casual leave. It is missing. Kindly help asap.,Leave Management,TCK1106,High,Sales,2026-02-17
"Hi team, Unable to authenticate my secure network because it is authentication failed. Kindly help asap.",VPN Issue,TCK1270,High,Sales,2026-09-26
FYI - Employee portal password is not working,Login Issue,TCK1860,Low,Operations,2026-04-15
"Hi team, Need urgent help to enable the system account. Regards.",Account Access,TCK1435,Medium,Finance,2026-08-03
Need urgent help to access the ERP.,Login Issue,TCK1102,Low,Sales,2026-02-15
